OBJECTID,Name,AU_ID,Area_SQ_MI,AU_Size,MERGE_SRC,OID_,Shape_Leng,Shape_Area,curr_are,TotArea,sqMi23
1374,,MA32-81,1.01050000000,0.00000000000,MA32_81,0,10320.00000000000,2617000.00000000000,1.01050083193,1.01000000000,1.01050083193
1375,,MA32-80,1.64093000000,0.00000000000,MA32_80,0,11139.98274220000,4249700.19402000000,1.64092883202,1.64000000000,1.64092882548
1376,,MA32-79,1.27003000000,0.00000000000,MA32_79,0,10279.99727500000,3289200.13247000000,1.27002860233,1.27000000000,1.27002858849
1377,,MA32-78,0.83878800000,0.00000000000,MA32_78,0,9380.00000000000,2172300.00000000000,0.83878813475,0.84000000000,0.83878813475
1378,,MA32-77,0.74762200000,0.00000000000,MA32_77,0,8659.99952153000,1936200.11248000000,0.74762169046,0.75000000000,0.74762168968
1379,,MA32-76,1.13527000000,0.00000000000,MA32_76,0,11779.99350840000,2940200.03799000000,1.13526606558,1.13000000000,1.13526600236
1380,,MA32-75,1.91331000000,0.00000000000,MA32_75,0,15699.98269660000,4955100.06251000000,1.91330515331,1.91000000000,1.91330514497
1381,,MA32-74,1.23642000000,0.00000000000,MA32_74,0,11780.00000000000,3202100.00000000000,1.23642264928,1.24000000000,1.23642264928
1382,,MA32-73,4.30237000000,0.00000000000,MA32_73,0,22639.97938110000,11142300.29650000000,4.30237038819,4.30000000000,4.30237039831
1383,,MA32-72,0.74595500000,0.00000000000,MA32_72,0,8979.99130639000,1931900.05999000000,0.74595464169,0.75000000000,0.74595463300
1384,,MA32-71,0.92145800000,0.00000000000,MA32_71,0,9400.00000000000,2386400.00000000000,0.92145823824,0.92000000000,0.92145823824
1385,,MA32-70,1.46574000000,0.00000000000,MA32_70,0,11440.00000000000,3796000.00000000000,1.46574406816,1.47000000000,1.46574406816
1386,,MA32-69,2.04441000000,0.00000000000,MA32_69,0,15380.03429840000,5294800.59218000000,2.04440735089,2.04000000000,2.04440727892
1387,,MA32-68,5.95724000000,0.00000000000,MA32_68,0,26819.97613100000,15428299.76500000000,5.95723732900,5.95000000000,5.95723729954
1388,,MA32-67,10.73500000000,0.00000000000,MA32_67,0,35639.96063310000,27801600.78690000000,10.73501283180,10.73000000000,10.73501249350
1389,,MA32-66,48.87050000000,0.00000000000,MA32_66,0,87079.52194550000,126566295.56100000000,48.87047321890,48.86000000000,48.87047275980
1390,,MA32-65,48.15780000000,0.00000000000,MA32_65,0,87099.37296170000,124720598.78800000000,48.15779689890,48.15000000000,48.15779658580
1391,,MA32-64,6.23501000000,0.00000000000,MA32_64,0,29799.99543180000,16147700.94140000000,6.23500759792,6.23000000000,6.23500726549
1392,,MA32-63,21.64440000000,0.00000000000,MA32_63,0,50919.84893640000,56055498.80910000000,21.64444678860,21.63000000000,21.64444672520
